Pipeline Name,Pipeline ID,Author Name,Execution Count,Last Run,Template Used
"Blank Pipeline Template 965","68c81b4f2d9a6a061c5168b1","QA User-Production","0","N/A","blank_pipeline_template"
"Salesforce_Pipeline","68c7eeeb5db8278fc076af3c","QA User-Production","0","N/A","N/A"
"Sephora_test_template","68c7ee9fb4ad419910415502","QA User-Production","0","N/A","N/A"
"Blank Pipeline Template 964","68c7ee3bb4ad419910415351","QA User-Production","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 963","68c7eb001a101040c31fb294","QA User-Production","1","2025-09-15T10:39:26.096Z","blank_pipeline_template"
"REG_SCH_Jenkins with JFrogXRay _DO NOT DELETE","68c7dcebf8abf102a17fdb29","QA User-Production","171","2026-02-19T18:09:51.157Z",""
"SalesForce_Pipeline_testclass_validation_ ashwini","68c7b2731cee4490eb592e6e","QA User-Production","6","2025-09-30T10:45:30.498Z",""
"SIVA_SFDX_BBcloudToOrg_WebhookRun_DND","68c7a504782f815d48db42ea","QA User-Production","0","N/A",""
"REG_Jfrog RepositoryPath Maven_DO NOT DELETE","68c544226d46b6fe24543a5a","QA User-Production","13","2026-01-23T12:42:28.410Z",""
"REG_Nexus Maven Validation_DO NOT DELETE","68c5363ab4b9bb26d2e236a0","QA User-Production","2","2026-01-23T11:55:25.923Z","N/A"
"Git to Org_GitHub OnPrem Edge","68c466ce423faeadc3b77771","QA User-Production","0","N/A","blank_pipeline_template"
"QA_REG_GitHubToOrg_RollBackRun_DND","68c45ca06d46b6fe24535843","Arun muchalambi","2","2025-09-12T19:36:16.846Z",""
"SFDX_Swapnali Demo","68c422af198e565008a04585","Swapnali Mohite","20","2025-09-25T11:08:48.459Z",""
"Blank Pipeline Template 961","68c3c7a62df5ee37fe0c0a14","QA User-Production","2","2025-09-12T07:27:34.214Z","blank_pipeline_template"
"Sephora_NLP_GHA_issue_2","68c289e56c3a270b6acf0fbf","QA User-Production","0","N/A","blank_pipeline_template"
"GHA_Lineaje","68c2770703d4fe5934fc0156","QA User-Production","0","N/A","blank_pipeline_template"
"SalesForce_Pipeline_Template ashwini webhook","68c25aa9051de8535eec558d","QA User-Production","0","N/A",""
"SFDX new pipeline ashwini","68c136d0ba76245f55fcdf7a","QA User-Production","2","2025-09-10T09:28:28.153Z",""
"Blank Pipeline Template 957_dupli","68c1116f03d4fe5934f943aa","QA User-Production","8","2025-09-11T07:20:49.395Z","blank_pipeline_template"
"Sephora_NLP_GHA_issue","68c10d768d2b1e877eee973c","QA User-Production","8","2025-09-18T17:44:48.428Z","blank_pipeline_template"
"Octopus-Package_Test_2025","68c0f9ce051de8535ee7deb4","QA User-Production","13","2025-12-19T10:04:16.824Z","N/A"
"Blank Pipeline Template 956","68c0f981b9ebe949e98a422d","QA User-Production","0","N/A","blank_pipeline_template"
"SL_QA_Profile Migration_DND1","68c01dfc051de8535ee5bc1b","Arun muchalambi","2","2025-09-09T12:50:42.757Z","N/A"
"NLP_AKS ACR Octopus_DO NOT DELETE","68c00d458075121025e0b907","QA User-Production","0","N/A","N/A"
"Test","68beb62503d4fe5934f5a248","QA User-Production","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 954","68beafe3051de8535ee20e81","QA User-Production","0","N/A","blank_pipeline_template"
"Approval Gate - Microsoft Teams_test","68beae9b8075121025dbccc1","QA User-Production","6","2025-09-10T05:43:11.751Z","blank_pipeline_template"
"NLP_Workday_AWS_Amplify","68be65a4b9ebe949e981115a","QA User-Production","35","2025-09-08T12:56:43.496Z","blank_pipeline_template"
"SIVA_GHA","68be53b103d4fe5934f4dfc9","QA User-Production","1","2025-09-11T08:55:13.272Z","blank_pipeline_template"
"GHA_Testing_Prasanna","68bbc0a85c5e55ccff94ab39","QA User-Production","1","2025-09-06T06:04:21.696Z","blank_pipeline_template"
"Jenkins_Param_Trial_DND_Pras1234","68bafcc67973a949ee36faad","QA User-Production","0","N/A","blank_pipeline_template"
"ashwini backup pipeline","68bab5e55efc339a3b0f6db3","QA User-Production","4","2025-09-05T12:31:06.599Z",""
"QA_FileTransfer_DND","68b9e0b7ea05d951de2f0382","Arun muchalambi","7","2026-02-07T06:34:25.807Z","opsera_data_management"
"SalesForce_Pipeline_new_ashwini","68b7b9b1dc2ebb15406e036c","QA User-Production","1","2025-09-05T09:35:31.539Z",""
"SL_QA_CodeCoverageFailureCase_DND2","68b712f7516a75c0e3dbc1d8","Arun muchalambi","0","N/A",""
"P1_SFDX_GitHubToOrg_Webhook_DONOTDELETE","68b7024c3364438331bb0dc9","QA User-Production","1304","2026-02-19T21:16:24.757Z",""
"Blank Pipeline Template 948","68b6fd293364438331bb05af","QA User-Production","0","N/A","blank_pipeline_template"
"QA_SFDX_GitHubToOrg_Webhook_DONOTDELETE123134","68b6f2c993f0f2a7e63f287d","QA User-Production","0","N/A",""
"Blank Pipeline Template 947","68b6eead7c1a963bc06210eb","QA User-Production","0","N/A","blank_pipeline_template"
"QA_SFDX_GitHubToOrg_Webhook_DONOTDELETE12313","68b6eea1442347fe126eb6ac","QA User-Production","0","N/A",""
"QA_Parallel_Execution_DND3","68b6e7d57c1a963bc06208c8","Arun muchalambi","1","2025-09-02T13:45:14.392Z",""
"QA_Jenkins_Jiraflow_DND2","68b6e2f736c186e3af2b5cba","Arun muchalambi","0","N/A",""
"revenue-component-pipeline","68b6954b7c1a963bc0615e4d","QA User-Production","0","N/A",""
"REG_SCH_CommandLine_PythonShellScript","68b6953736c186e3af2a16da","QA User-Production","156","2026-02-19T17:16:36.178Z","blank_pipeline_template"
"QA_JobEngine_Jiraflow_DND1","68b68ec936c186e3af29e87e","Arun muchalambi","38","2026-02-07T06:14:29.541Z","blank_pipeline_template"
"QA_Jenkins_Jiraflow_DND1","68b68e53de805d649f87adca","Arun muchalambi","27","2025-12-24T10:58:35.718Z",""
"REG_SCH_Github Webhook PRapprove DO NOT DELETE","68b689780f63850b7146e218","QA Admin PROD","48","2026-02-06T06:16:32.501Z","N/A"
"QA_SFDX_GitHubToOrg_Webhook_DONOTDELETE123123123","68b686357c1a963bc06131d7","QA User-Production","0","N/A",""
"Nagalakshmi_sephora_branch_displayissue_dupli","68b685407c1a963bc0613050","QA User-Production","0","N/A","blank_pipeline_template"
"yogesh_demo_docker-build","68b6851536c186e3af29af92","QA User-Production","0","N/A","blank_pipeline_template"
"yogesh_demo_docker-build","68b684e6442347fe126d65a4","QA User-Production","0","N/A","blank_pipeline_template"
"yogesh_demo_docker-build","68b684c843e9360c60907fe2","QA User-Production","0","N/A","blank_pipeline_template"
"Salesforce_Pipeline_Template","68b59ee10171de45f8dcea5c","Prasana Lakshmi","0","N/A",""
"Blank Pipeline Template 941","68b523f10fedb8ad2baec924","QA User-Production","5","2025-09-01T08:26:06.201Z","blank_pipeline_template"
"Nagalakshmi_Docker-CLI_node_gradle_java","68b1a6049a825702a71aef96","QA User-Production","2","2025-08-29T13:21:21.296Z","blank_pipeline_template"
"Blank Pipeline Template 939","68b15fca9a825702a719dedc","QA User-Production","1","2025-08-29T08:16:20.770Z","blank_pipeline_template"
"Blank Pipeline Template 938","68b1398a19e14cb8310a9b4b","QA User-Production","0","N/A","blank_pipeline_template"
"Lineaje_POV_DEMO","68b05dca1c131e885db23b25","QA User-Production","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 936","68b04fbc119aabf38c4e1abd","QA User-Production","0","N/A","blank_pipeline_template"
"kishlaya webhooks run test","68b03006fde9ce3bc953e4c7","QA User-Production","5","2025-10-15T06:50:55.939Z","blank_pipeline_template"
"REG_SCH_Jenkins_Docker_ private Repo pipeline1","68afe8f0fde9ce3bc9530953","QA User-Production","153","2026-02-19T20:41:21.181Z","blank_pipeline_template"
"REG_CommandlIne_ReportDetails-shailesh","68afdf72119aabf38c4d0e1c","QA User-Production","0","N/A","N/A"
"SalesForce_Pipeline_Template Test","68aed9b1fde9ce3bc95179dd","Admin Hemalatha R BTINIT","0","N/A",""
"Blank Pipeline Template 5","68aed983119aabf38c4c154e","Admin Hemalatha R BTINIT","0","N/A","blank_pipeline_template"
"Nagalakshmi_snaplogic_adobe_usecase_adobescript_2","68aca1fd53c62b59191cde3d","QA User-Production","2","2025-12-24T13:16:02.803Z","blank_pipeline_template"
"Nagalakshmi_snaplogic_adobe_usecase_adobescript_2","68ac8c7b10185b4f005f8620","QA User-Production","0","N/A","blank_pipeline_template"
"Nagalakshmi_snaplogic_adobe_usecase_adobescript","68ac817953c62b59191cd876","QA User-Production","0","N/A","blank_pipeline_template"
"Nagalakshmi_snaplogic_adobe_usecase_adobescript","68ac816010185b4f005f842e","QA User-Production","0","N/A","blank_pipeline_template"
"s2-npm-test-API-pipeline","68ac6ce053c62b59191cd4f6","QA User-Production","7","2025-11-13T20:15:10.579Z","blank_pipeline_template"
"Nagalakshmi_snaplogic_adobe_usecase_adobescript","68ac5afd10185b4f005f7dac","QA User-Production","0","N/A","blank_pipeline_template"
"Nagalakshmi_sephora_branch_displayissue","68ac554ea878951ff16cdc45","QA User-Production","3","2025-10-09T19:31:03.200Z","blank_pipeline_template"
"Blank Pipeline Template 18","68ac0e94612cb39f26f139f1","Dammu Srinivasulu2","0","N/A","blank_pipeline_template"
"QA_SFDX_GitToOrg_DONOTDELETE_PRODORG_4","68aaf9e7a878951ff16bd332","Arun muchalambi","0","N/A",""
"Nagalakshmi_snaplogic_adobe_usecase_api_with dependencies","68aab7a610185b4f005f369f","QA User-Production","0","N/A","blank_pipeline_template"
"Nagalakshmi_snaplogic_adobe_usecase_api","68aab6d853c62b59191c8a6e","QA User-Production","0","N/A","blank_pipeline_template"
"Salesforce_Pipeline_target","68a81ed390edd0677081294f","Dammu Srinivasulu2","0","N/A",""
"SFDC Pipeline - Vyshnavi","68a7fa6a0959515e702140a5","Admin Hemalatha R BTINIT","25","2025-11-17T08:22:06.455Z",""
"Auto Deck sync branch from org on daily basis swap","68a6e045c5202f03e4bfd0d0","Swapnali Mohite","208","2026-02-19T04:32:07.769Z","blank_pipeline_template"
"Nagalakshmi_Terraform_AWS_Testing","68a5bd5d1fca2552c495e11d","QA User-Production","0","N/A","blank_pipeline_template"
"Salesforce_Pipeline_1","68a58dd623840888afb8f92f","Dammu Srinivasulu2","15","2026-02-19T08:31:32.817Z",""
"Blank Pipeline Template 4","68a57667041d91da84fabd66","Admin Hemalatha R BTINIT","4","2025-08-20T08:46:20.595Z","blank_pipeline_template"
"Nikhitha - SalesForce_Pipeline_Template","68a4f8f93f929d4c9acd791f","Admin Hemalatha R BTINIT","0","N/A",""
"SL_QA_Jenkins_DeltaCodeScan","68a496b720d6e80e76efea31","Arun muchalambi","4","2025-08-19T18:47:11.107Z",""
"QA_JobEngine_DeltaCodeScan_DND","68a488573dff3fa9ef330b31","Arun muchalambi","11","2025-12-16T08:21:18.915Z","blank_pipeline_template"
"Nagalakshmi_Terraform_AWS_Testing","68a460a23dff3fa9ef327411","QA User-Production","33","2025-09-15T19:06:24.606Z","blank_pipeline_template"
"Blank Pipeline Template 921","68a45fe720d6e80e76ef3670","QA User-Production","0","N/A","blank_pipeline_template"
